id,vendor_id,pickup_datetime,passenger_count,pickup_longitude,pickup_latitude,dropoff_longitude,dropoff_latitude,store_and_fwd_flag
id1672440,1,2016-06-30 19:35:38,4,-73.9658126831055,40.7620811462402,-73.9790191650391,40.7560844421387,N
id2736212,1,2016-06-30 19:34:31,1,-73.9751358032227,40.7926368713379,-73.9881362915039,40.7770767211914,N
id1523920,2,2016-06-30 19:34:23,1,-73.970817565918,40.7960891723633,-73.9715805053711,40.7923393249512,N
id1083159,2,2016-06-30 19:34:05,1,-73.8730316162109,40.774040222168,-73.9877700805664,40.7212905883789,N
id0852239,2,2016-06-30 19:33:45,1,-73.9854202270508,40.7599334716797,-73.9856185913086,40.7456169128418,N
id2420681,1,2016-06-30 19:33:33,2,-73.9822540283203,40.780403137207,-73.9831314086914,40.7711448669434,N
id1471749,1,2016-06-30 19:33:31,1,-73.9899673461914,40.7351799011231,-73.9466934204102,40.7775840759277,N
id1375456,2,2016-06-30 19:33:27,2,-73.8731079101563,40.7740669250488,-73.9818115234375,40.7242431640625,N
id0912165,2,2016-06-30 19:33:03,2,-73.9936828613281,40.7417678833008,-73.7870712280273,40.6454010009766,N
id2623663,2,2016-06-30 19:32:33,1,-73.9700698852539,40.7647094726562,-73.9429473876953,40.7857704162598,N
id2124702,1,2016-06-30 19:32:21,1,-73.9822540283203,40.7589111328125,-73.9829330444336,40.7228126525879,N
id0348540,2,2016-06-30 19:32:17,1,-73.9848709106445,40.7422218322754,-74.0027008056641,40.7236099243164,N
id3182628,2,2016-06-30 19:32:17,1,-73.9894409179688,40.7203788757324,-73.9990692138672,40.7445487976074,N
id2305027,2,2016-06-30 19:31:46,1,-73.962532043457,40.7588195800781,-73.9505004882813,40.7711601257324,N
id2440714,1,2016-06-30 19:31:39,4,-73.9931411743164,40.742546081543,-73.9953231811523,40.7605628967285,N
id3937273,1,2016-06-30 19:30:55,1,-73.7901916503906,40.6467514038086,-73.996711730957,40.6809234619141,N
id0689531,2,2016-06-30 19:30:45,2,-73.8638534545899,40.7699089050293,-73.9944763183594,40.7205009460449,N
id0000936,2,2016-06-30 19:30:33,1,-73.995002746582,40.7501106262207,-73.9927062988281,40.7677001953125,N
id0158436,2,2016-06-30 19:30:23,5,-73.9908218383789,40.7381439208984,-73.9515533447266,40.7735862731934,N
id0834903,1,2016-06-30 19:30:11,1,-73.9728240966797,40.7645835876465,-73.9906997680664,40.7609634399414,N
id2748210,2,2016-06-30 19:30:07,1,-73.9803924560547,40.7341804504395,-73.9915924072266,40.7544593811035,N
id0952925,2,2016-06-30 19:30:02,5,-73.9969863891602,40.7191696166992,-73.9901504516602,40.7565498352051,N
id3577332,1,2016-06-30 19:29:49,1,-73.9524536132813,40.7898483276367,-73.9457550048828,40.8081398010254,N
id0295074,1,2016-06-30 19:29:34,2,-73.983039855957,40.7388153076172,-73.9610214233398,40.7610626220703,N
id3639000,1,2016-06-30 19:29:25,1,-74.0029678344727,40.7496147155762,-73.9883193969727,40.7233047485352,N
id2957380,2,2016-06-30 19:29:05,1,-73.9899291992188,40.7025985717773,-73.9962387084961,40.6909294128418,N
id3884631,1,2016-06-30 19:29:01,2,-73.9807891845703,40.7640914916992,-73.9913787841797,40.7500915527344,N
id1561572,2,2016-06-30 19:28:45,5,-73.9582290649414,40.7644233703613,-73.9605407714844,40.772331237793,N
id2407509,2,2016-06-30 19:28:37,1,-73.9678573608398,40.7594985961914,-73.9796829223633,40.7620697021484,N
id0800897,1,2016-06-30 19:28:18,1,-74.0008773803711,40.7232475280762,-73.9921340942383,40.6972694396973,N
id3646869,2,2016-06-30 19:28:13,2,-73.9707183837891,40.7583465576172,-73.9471206665039,40.7796783447266,N
id2778010,1,2016-06-30 19:27:58,1,-73.9766998291016,40.7639007568359,-73.9698867797852,40.760871887207,N
id3461566,2,2016-06-30 19:27:26,2,-74.0080337524414,40.7394104003906,-73.9340209960938,40.7554206848145,N
id3532805,2,2016-06-30 19:26:50,1,-73.9733123779297,40.7520904541016,-73.9696197509766,40.7580757141113,N
id2484261,2,2016-06-30 19:26:09,1,-73.7881546020508,40.6418495178223,-73.8452301025391,40.7244834899902,N
id1518466,1,2016-06-30 19:25:45,1,-73.9855880737305,40.7442970275879,-73.9875183105469,40.7561302185059,N
id1835582,2,2016-06-30 19:25:39,1,-73.9378509521484,40.8480911254883,-73.9376525878906,40.8401908874512,N
id0842772,1,2016-06-30 19:25:14,2,-73.9590301513672,40.7719650268555,-73.9696426391602,40.7520332336426,N
id2651776,1,2016-06-30 19:24:34,1,-73.9828338623047,40.7709045410156,-73.9169921875,40.8716354370117,N
id2270945,1,2016-06-30 19:24:26,1,-73.9753570556641,40.7519683837891,-73.9926986694336,40.7666816711426,N
id3818056,2,2016-06-30 19:24:03,1,-73.9601593017578,40.7619094848633,-73.9624710083008,40.769458770752,N
id1914470,2,2016-06-30 19:23:44,2,-73.9943466186523,40.7458190917969,-74.0049667358398,40.7325592041016,N
id3258751,2,2016-06-30 19:22:43,2,-73.9616622924805,40.7798309326172,-73.9971084594727,40.7366600036621,N
id3084913,1,2016-06-30 19:22:38,1,-73.9941101074219,40.7510185241699,-73.9715423583984,40.7601356506348,N
id2079533,2,2016-06-30 19:22:34,1,-74.0068283081055,40.7488021850586,-73.9917449951172,40.7222785949707,N
id2624919,2,2016-06-30 19:22:26,1,-73.8631210327148,40.7689437866211,-73.9862823486328,40.6926689147949,N
id1561325,1,2016-06-30 19:22:03,1,-73.9768295288086,40.7514572143555,-73.9923858642578,40.7288093566895,N
id3846734,1,2016-06-30 19:21:41,1,-73.9525527954102,40.6954612731934,-73.8982086181641,40.7017326354981,N
id0661232,2,2016-06-30 19:21:39,2,-73.9530715942383,40.775821685791,-73.9533081054688,40.778980255127,N
id0630092,2,2016-06-30 19:21:23,1,-73.980339050293,40.7648315429688,-74.0011901855469,40.7363014221191,N
id3160927,1,2016-06-30 19:21:18,2,-73.9868774414063,40.7400588989258,-73.9780883789063,40.7510261535645,N
id2362405,2,2016-06-30 19:21:18,1,-73.8631591796875,40.769588470459,-73.9595336914063,40.7130889892578,N
id2307486,1,2016-06-30 19:20:58,1,-73.9882202148438,40.7489280700684,-73.9785003662109,40.7522163391113,N
id1906658,2,2016-06-30 19:20:49,1,-73.9809494018555,40.7529792785645,-73.9892501831055,40.7305488586426,N
id0838414,2,2016-06-30 19:18:45,1,-73.9888381958008,40.7308311462402,-73.9820098876953,40.7463493347168,N
id0214521,1,2016-06-30 19:18:41,1,-73.9967803955078,40.7373275756836,-73.9782791137695,40.7830352783203,N
id3156074,1,2016-06-30 19:17:47,2,-73.9752883911133,40.7572059631348,-73.965461730957,40.762622833252,N
id1754727,1,2016-06-30 19:16:38,1,-73.9841995239258,40.7671279907227,-73.957633972168,40.7695503234863,N
id0938243,1,2016-06-30 19:16:32,1,-73.9554595947266,40.7685699462891,-73.9692001342773,40.7543449401855,N
id1623941,2,2016-06-30 19:16:09,1,-73.9756317138672,40.7513198852539,-73.9517211914063,40.7737312316895,N
id2509363,2,2016-06-30 19:15:57,1,-73.98681640625,40.7610511779785,-73.9784164428711,40.7825584411621,N
id2591963,1,2016-06-30 19:15:46,1,-74.0065307617188,40.7143135070801,-74.0012130737305,40.6861419677734,N
id0870211,1,2016-06-30 19:15:11,1,-73.9710922241211,40.7509117126465,-73.9786605834961,40.7411117553711,N
id3697400,1,2016-06-30 19:14:58,3,-73.9815521240234,40.7499008178711,-74.0033111572266,40.7491645812988,N
id0737912,2,2016-06-30 19:13:32,6,-74.0073776245117,40.7268371582031,-73.9735336303711,40.7526931762695,N
id1812296,2,2016-06-30 19:13:29,5,-73.9770278930664,40.750431060791,-73.9798736572266,40.7604789733887,N
id0615095,2,2016-06-30 19:13:19,1,-73.9700012207031,40.7945861816406,-73.9771347045898,40.7868003845215,N
id0487848,1,2016-06-30 19:13:09,1,-73.9996032714844,40.7437515258789,-74.0056304931641,40.7385520935059,N
id2972909,2,2016-06-30 19:12:46,1,-73.9914169311524,40.7498283386231,-73.9843597412109,40.7645606994629,N
id0604234,1,2016-06-30 19:12:46,4,-73.9716873168945,40.7562446594238,-73.997917175293,40.7450675964356,N
id3119110,2,2016-06-30 19:12:39,1,-73.9927978515625,40.7124481201172,-73.9923095703125,40.7494010925293,N
id1890509,1,2016-06-30 19:12:18,1,-73.8857269287109,40.7730903625488,-73.9548110961914,40.7730865478516,N
id2122677,1,2016-06-30 19:11:55,1,-73.9802932739258,40.7755279541016,-73.9794845581055,40.7816429138184,N
id1694689,1,2016-06-30 19:11:35,1,-73.9809188842773,40.770679473877,-73.9840469360352,40.7615623474121,N
id3768104,2,2016-06-30 19:11:16,6,-73.9649429321289,40.7548789978027,-73.9626312255859,40.7588615417481,N
id0472197,2,2016-06-30 19:11:13,1,-73.9784545898438,40.7728881835938,-74.000602722168,40.728946685791,N
id2448955,2,2016-06-30 19:11:12,2,-73.9853668212891,40.7415809631348,-73.9924545288086,40.7426643371582,N
id0387189,2,2016-06-30 19:10:53,5,-73.9909591674805,40.7449188232422,-73.9595718383789,40.7675285339356,N
id1438907,2,2016-06-30 19:10:42,1,-74.0018997192383,40.7410202026367,-73.9929428100586,40.7355117797852,N
id2938974,2,2016-06-30 19:10:33,1,-73.9436264038086,40.7888603210449,-73.9406890869141,40.7930717468262,N
id1607954,2,2016-06-30 19:10:32,3,-73.9914245605469,40.7389183044434,-74.0067901611328,40.7513275146484,N
id2950903,2,2016-06-30 19:10:28,5,-73.9918518066406,40.7388916015625,-74.0055389404297,40.7401504516602,N
id2879406,2,2016-06-30 19:10:26,4,-74.0080413818359,40.7219314575195,-73.976188659668,40.6535530090332,N
id1381196,1,2016-06-30 19:09:50,1,-74.0159149169922,40.7111549377441,-73.9872817993164,40.7035942077637,N
id2389583,1,2016-06-30 19:08:22,2,-73.9670715332031,40.7610816955566,-73.9560852050781,40.7761116027832,N
id3807855,1,2016-06-30 19:08:22,2,-73.9887161254883,40.7487030029297,-74.0024337768555,40.7250518798828,N
id1289746,1,2016-06-30 19:06:58,1,-73.963981628418,40.7568702697754,-73.955322265625,40.7689323425293,N
id2046539,2,2016-06-30 19:06:28,5,-73.977897644043,40.7512702941895,-73.9757385253906,40.7449111938477,N
id1333173,2,2016-06-30 19:06:08,6,-73.9770431518555,40.7842788696289,-73.9619369506836,40.7794456481934,N
id3032150,2,2016-06-30 19:05:59,1,-73.9841995239258,40.7630081176758,-73.9712066650391,40.7852401733399,N
id0261139,2,2016-06-30 19:05:55,1,-73.7791290283203,40.6475296020508,-73.952018737793,40.8121795654297,N
id2919411,2,2016-06-30 19:05:55,1,-73.9868545532227,40.7509002685547,-73.9885177612305,40.7558135986328,N
id1359087,2,2016-06-30 19:05:45,5,-73.9804229736328,40.7452201843262,-73.9601287841797,40.7664184570313,N
id0909049,1,2016-06-30 19:05:36,1,-74.0079116821289,40.7117385864258,-73.9887542724609,40.7133903503418,N
id0928469,1,2016-06-30 19:05:23,1,-73.9536666870117,40.7848930358887,-73.9567108154297,40.7764701843262,N
id3515944,2,2016-06-30 19:04:33,1,-74.0088043212891,40.7213172912598,-73.9875335693359,40.7333145141602,N
id3068047,2,2016-06-30 19:04:02,1,-73.9551162719727,40.7884788513184,-73.9751892089844,40.7774314880371,N
id1394254,2,2016-06-30 19:03:52,1,-74.0052185058594,40.7371406555176,-74.0080184936523,40.7511863708496,N
id1915229,2,2016-06-30 19:03:39,1,-73.9683532714844,40.7620315551758,-74.012077331543,40.7189292907715,N
id2757161,1,2016-06-30 19:03:22,1,-74.0035247802734,40.7563056945801,-73.98876953125,40.745246887207,N
id1826240,2,2016-06-30 19:03:18,1,-73.8641357421875,40.7700538635254,-73.9892349243164,40.7628326416016,N
id3903883,2,2016-06-30 19:03:12,1,-73.9851379394531,40.7359008789063,-73.9227523803711,40.7543182373047,N
id3940690,1,2016-06-30 19:03:08,1,-73.8634033203125,40.7699317932129,-73.8753356933594,40.7462158203125,N
id0392375,2,2016-06-30 19:02:08,1,-73.9943389892578,40.7560081481934,-74.0039367675781,40.7507705688477,N
id3092992,1,2016-06-30 19:01:30,1,-73.9956970214844,40.7441940307617,-73.9911270141602,40.7655715942383,N
id2745340,2,2016-06-30 19:01:15,1,-73.9897003173828,40.7334709167481,-73.9813613891602,40.7702789306641,N
id1849911,2,2016-06-30 19:01:08,1,-74.0129623413086,40.7054710388184,-74.0136108398437,40.7135810852051,N
id1542521,1,2016-06-30 19:00:56,1,-73.9793319702148,40.7844581604004,-73.9723739624023,40.7948341369629,N
id2639344,2,2016-06-30 19:00:23,4,-73.961311340332,40.7802886962891,-73.9744110107422,40.7623710632324,N
id2268837,2,2016-06-30 19:00:10,5,-73.992431640625,40.7378883361816,-73.9894180297852,40.7435684204102,N
id0994219,1,2016-06-30 18:59:50,1,-73.9751205444336,40.7548751831055,-73.9901351928711,40.7560577392578,N
id3385162,2,2016-06-30 18:59:37,1,-73.9663619995117,40.761791229248,-73.9523773193359,40.7756118774414,N
id3683750,1,2016-06-30 18:59:34,1,-73.9704208374023,40.7649536132813,-73.9517135620117,40.7662467956543,N
id0655855,1,2016-06-30 18:59:16,1,-73.979362487793,40.7867622375488,-73.9870223999023,40.7657890319824,N
id0543009,2,2016-06-30 18:59:16,6,-73.984504699707,40.7831687927246,-73.9885482788086,40.7783088684082,N
id2403501,1,2016-06-30 18:58:16,1,-73.9897766113281,40.7754173278809,-73.9767379760742,40.7854652404785,N
id0880328,1,2016-06-30 18:57:41,1,-73.9684371948242,40.7703819274902,-73.9547958374024,40.7833213806152,N
id2570929,2,2016-06-30 18:57:34,1,-73.9924774169922,40.7492599487305,-73.9906616210938,40.7558631896973,N
id2490269,2,2016-06-30 18:57:12,1,-74.0041580200195,40.7532997131348,-74.0082473754883,40.7456588745117,N
id1733140,2,2016-06-30 18:57:10,1,-73.993522644043,40.7498817443848,-73.987419128418,40.7683296203613,N
id0325250,1,2016-06-30 18:56:50,1,-73.9861068725586,40.7458457946777,-74.0043106079102,40.7428932189941,N
id0177239,2,2016-06-30 18:56:38,1,-73.9849166870117,40.7480010986328,-73.9585189819336,40.7664909362793,N
id2494877,2,2016-06-30 18:56:26,1,-73.968864440918,40.7643928527832,-73.9792633056641,40.759521484375,N
id0222345,1,2016-06-30 18:56:06,1,-73.9789657592773,40.7367515563965,-73.788948059082,40.647331237793,N
id3514170,1,2016-06-30 18:55:56,1,-73.9736862182617,40.7919158935547,-73.9680938720703,40.7927017211914,N
id1119636,1,2016-06-30 18:55:42,1,-73.9851379394531,40.7739295959473,-73.9779205322266,40.7863922119141,N
id2080903,2,2016-06-30 18:55:36,1,-73.9564437866211,40.7755699157715,-73.9778366088867,40.7737693786621,N
id2894760,1,2016-06-30 18:55:15,1,-73.9596176147461,40.7794036865234,-73.9479064941406,40.7789421081543,N
id2919294,2,2016-06-30 18:54:51,1,-73.9792327880859,40.7592391967773,-73.9761428833008,40.7414894104004,N
id2724212,2,2016-06-30 18:54:49,1,-73.9757614135742,40.7890510559082,-73.9846267700195,40.7526397705078,N
id2552647,2,2016-06-30 18:54:39,1,-73.99072265625,40.7283210754395,-73.9800567626953,40.7444190979004,N
id0990768,1,2016-06-30 18:54:39,1,-73.9685821533203,40.7507286071777,-73.970100402832,40.7682914733887,N
id2740544,1,2016-06-30 18:54:35,1,-73.960563659668,40.77001953125,-73.959716796875,40.7734794616699,N
id1913325,2,2016-06-30 18:54:30,1,-73.7792510986328,40.6476287841797,-73.6226806640625,40.6525382995605,N
id0155096,2,2016-06-30 18:54:27,5,-73.9603958129883,40.7618827819824,-73.9756240844727,40.7453346252441,N
id3970947,2,2016-06-30 18:53:53,1,-73.9628219604492,40.7628517150879,-73.8126220703125,40.6952285766602,N
id3854716,2,2016-06-30 18:53:52,1,-73.9877166748047,40.7199096679688,-74.0060195922852,40.7081413269043,N
id1074645,2,2016-06-30 18:53:48,1,-73.9967193603516,40.7526817321777,-73.9888305664063,40.737190246582,N
id1484953,2,2016-06-30 18:53:26,4,-73.9812393188477,40.7530212402344,-74.006591796875,40.7439193725586,N
id3999280,2,2016-06-30 18:52:56,1,-73.9861907958984,40.7405052185059,-73.9944458007813,40.7346534729004,N
id2764639,1,2016-06-30 18:52:56,1,-74,40.7431716918945,-73.9936904907227,40.7517700195313,N
id1965964,2,2016-06-30 18:52:52,1,-74.0059204101563,40.7351799011231,-73.9911193847656,40.7313385009766,N
id0256752,1,2016-06-30 18:52:47,1,-73.9901504516602,40.7193222045899,-73.997428894043,40.7255783081055,N
id3436132,1,2016-06-30 18:52:39,1,-73.9648056030273,40.75537109375,-73.956657409668,40.7627220153809,N
id1502458,1,2016-06-30 18:52:27,1,-73.9679489135742,40.7627601623535,-73.9819869995117,40.7723197937012,N
id1765138,1,2016-06-30 18:52:19,1,-73.9803695678711,40.7163772583008,-73.9850006103516,40.7313346862793,N
id1489512,1,2016-06-30 18:52:15,2,-74.0064163208008,40.7068901062012,-73.9830780029297,40.7580070495605,N
id0197248,1,2016-06-30 18:52:05,1,-73.7897796630859,40.6464958190918,-73.9985427856445,40.6254386901856,N
id0883942,1,2016-06-30 18:52:01,1,-73.9867401123047,40.7765426635742,-73.9704360961914,40.7849044799805,N
id1783324,2,2016-06-30 18:51:59,5,-73.9942932128906,40.761287689209,-73.9873428344727,40.7685470581055,N
id2289004,1,2016-06-30 18:51:53,1,-73.9723281860352,40.7496757507324,-73.9744186401367,40.7365760803223,N
id1160667,2,2016-06-30 18:51:50,6,-73.9931030273438,40.7476692199707,-73.9926071166992,40.743709564209,N
id0520317,2,2016-06-30 18:51:46,5,-73.9532318115234,40.7827682495117,-73.9826736450195,40.7722015380859,N
id3669763,2,2016-06-30 18:51:42,6,-73.9921035766602,40.7539863586426,-73.9819488525391,40.7683372497559,N
id1570979,1,2016-06-30 18:51:40,1,-73.9747467041016,40.7905807495117,-73.9920272827149,40.7591171264648,N
id0109740,1,2016-06-30 18:51:13,1,-73.9653244018555,40.7590637207031,-73.9563217163086,40.7713356018066,N
id3859482,1,2016-06-30 18:50:41,2,-73.9739227294922,40.762565612793,-74.0028610229492,40.7445030212402,N
id2431987,2,2016-06-30 18:50:07,2,-73.9820022583008,40.7654914855957,-73.9885787963867,40.7639503479004,N
id1390855,2,2016-06-30 18:50:04,2,-74.0060501098633,40.7510490417481,-73.9917297363281,40.7012786865234,N
id0567775,2,2016-06-30 18:50:00,1,-73.9763793945312,40.7593002319336,-73.8651809692383,40.7705383300781,N
id0467340,2,2016-06-30 18:49:54,1,-73.9661636352539,40.7947311401367,-73.9470596313477,40.7717590332031,N
id0784961,2,2016-06-30 18:49:30,2,-73.9718551635742,40.7821655273438,-73.9751205444336,40.789909362793,N
id2018773,2,2016-06-30 18:49:20,1,-73.9917602539063,40.7385101318359,-73.9889297485352,40.7488975524902,N
id0273840,1,2016-06-30 18:49:02,1,-74.0002365112305,40.7270355224609,-74.0046081542969,40.7492141723633,N
id2652920,2,2016-06-30 18:48:41,1,-73.9851379394531,40.7416191101074,-74.0014038085937,40.7279281616211,N
id2341650,1,2016-06-30 18:48:22,1,-73.9899749755859,40.7561187744141,-73.9643402099609,40.7647819519043,N
id1793619,1,2016-06-30 18:47:46,2,-73.9659805297852,40.7624435424805,-73.9816131591797,40.7632942199707,N
id3907996,2,2016-06-30 18:47:15,1,-74.0061798095703,40.7413482666016,-74.0143814086914,40.7178993225098,N
id3261059,2,2016-06-30 18:47:09,2,-73.8856887817383,40.7731018066406,-73.8676300048828,40.7685699462891,N
id3265512,2,2016-06-30 18:47:03,1,-73.8636093139648,40.7706909179688,-73.9730834960938,40.7834587097168,N
id2152367,2,2016-06-30 18:46:57,1,-73.7827911376953,40.6445808410645,-73.8550491333008,40.7286415100098,N
id2953483,2,2016-06-30 18:46:48,1,-73.97216796875,40.7566871643066,-73.9828033447266,40.7563362121582,N
id0563137,1,2016-06-30 18:46:44,1,-73.9845657348633,40.7696380615234,-73.9914093017578,40.7498893737793,N
id2280510,1,2016-06-30 18:46:27,3,-73.9812164306641,40.7690124511719,-73.984619140625,40.7620277404785,N
id3766448,2,2016-06-30 18:46:08,1,-73.9990463256836,40.744255065918,-73.9929275512695,40.7527656555176,N
id3829815,1,2016-06-30 18:46:02,2,-73.9511871337891,40.7783164978027,-73.9879531860352,40.7792510986328,N
id0547686,1,2016-06-30 18:45:58,1,-74.0019607543945,40.750659942627,-73.9910583496094,40.7556114196777,N
id3396380,2,2016-06-30 18:45:55,1,-73.9844970703125,40.7370796203613,-73.9886016845703,40.731388092041,N
id3475138,1,2016-06-30 18:45:32,1,-73.9929504394531,40.7517890930176,-73.985954284668,40.7586898803711,N
id0686296,2,2016-06-30 18:45:21,1,-73.9678497314453,40.7560501098633,-73.9828720092774,40.7313385009766,N
id3570916,2,2016-06-30 18:45:14,1,-73.9542694091797,40.783878326416,-73.9523544311524,40.7660789489746,N
id0661862,1,2016-06-30 18:44:08,1,-74.0014038085937,40.7571525573731,-74.0048065185547,40.7518539428711,N
id1413707,2,2016-06-30 18:43:32,1,-73.9962463378906,40.7322731018066,-73.9723052978516,40.7559623718262,N
id0724453,1,2016-06-30 18:43:16,1,-73.8633117675781,40.7697868347168,-74.0049896240234,40.7454414367676,N
id0824315,2,2016-06-30 18:42:23,2,-73.99169921875,40.7425384521484,-74.0048522949219,40.7234497070313,N
id0290205,1,2016-06-30 18:42:19,1,-73.9947204589844,40.7504272460938,-73.9998931884766,40.7457275390625,N
id3270439,1,2016-06-30 18:42:09,1,-73.9695129394531,40.7635231018066,-73.9667053222656,40.7702674865723,N
id2795469,2,2016-06-30 18:42:06,2,-73.9711151123047,40.748291015625,-73.9919052124023,40.7486686706543,N
id2325582,1,2016-06-30 18:41:49,1,-74.0087661743164,40.7205314636231,-74.006950378418,40.7300758361816,N
id0730137,1,2016-06-30 18:41:33,1,-73.9870529174805,40.7393417358398,-73.9931793212891,40.7331085205078,N
id2616610,1,2016-06-30 18:41:24,1,-74.0014495849609,40.7411041259766,-73.9776077270508,40.7842407226562,N
id0290315,1,2016-06-30 18:40:46,1,-73.9766693115234,40.7648773193359,-73.9745559692383,40.7782173156738,N
id3469339,2,2016-06-30 18:40:22,1,-73.8626480102539,40.7688484191895,-74.0027770996094,40.7605781555176,N
id2473527,1,2016-06-30 18:40:10,1,-73.9764022827148,40.7880363464355,-73.963981628418,40.7675628662109,N
id0931667,2,2016-06-30 18:40:10,1,-73.9910583496094,40.7501983642578,-73.9542007446289,40.7702102661133,N
id2954500,2,2016-06-30 18:40:03,5,-73.9930801391602,40.7593040466309,-73.9677352905273,40.7927627563477,N
id3728841,2,2016-06-30 18:39:15,1,-73.9792938232422,40.7276725769043,-73.9848937988281,40.7638320922852,N
id1065212,2,2016-06-30 18:39:03,1,-73.9855880737305,40.7413063049316,-73.9664306640625,40.7673454284668,N
id2841421,1,2016-06-30 18:38:47,1,-73.9551391601563,40.6895332336426,-73.9592132568359,40.6942253112793,N
id1687350,2,2016-06-30 18:38:47,1,-73.9638824462891,40.7677192687988,-73.9551773071289,40.7692489624023,N
id3268235,2,2016-06-30 18:38:26,1,-73.7822113037109,40.6446571350098,-73.995246887207,40.6776962280273,N
id1338245,1,2016-06-30 18:38:08,1,-73.8044815063477,40.6803436279297,-73.9798583984375,40.7139778137207,N
id3355531,2,2016-06-30 18:37:39,4,-74.0039291381836,40.7076797485352,-73.9860992431641,40.7560386657715,N
id0657696,2,2016-06-30 18:37:32,1,-74.006217956543,40.7444801330566,-73.9874420166016,40.7330894470215,N
id1191355,1,2016-06-30 18:37:18,1,-73.9589309692383,40.7806663513184,-73.9664154052734,40.7662048339844,N
id3064452,2,2016-06-30 18:37:10,5,-74.0054244995117,40.7176208496094,-74.0139846801758,40.7153778076172,N
id1143678,2,2016-06-30 18:36:59,4,-73.9665451049805,40.7526435852051,-73.9646835327148,40.7697715759277,N
id0769900,1,2016-06-30 18:36:53,1,-73.9953308105469,40.7392349243164,-73.9919662475586,40.7487602233887,N
id3510001,2,2016-06-30 18:35:51,1,-73.993766784668,40.7587394714355,-74.0027694702148,40.7605514526367,N
id3858054,2,2016-06-30 18:35:49,1,-73.9525375366211,40.8109703063965,-73.9558868408203,40.7736206054688,N
id0559171,1,2016-06-30 18:35:45,1,-74.0101470947266,40.7112503051758,-73.9922103881836,40.7488441467285,N
id2238218,1,2016-06-30 18:35:39,1,-73.9825668334961,40.7721176147461,-73.9920120239258,40.7692604064941,N
id1485690,1,2016-06-30 18:35:35,1,-73.9910659790039,40.7330856323242,-73.7850494384766,40.6431655883789,N
id0491846,1,2016-06-30 18:35:31,1,-73.9544372558594,40.7897033691406,-73.9470977783203,40.7718162536621,N
id2000581,1,2016-06-30 18:35:28,1,-73.9961166381836,40.724063873291,-73.9651641845703,40.7636451721191,N
id2208713,2,2016-06-30 18:34:58,5,-73.9936981201172,40.7467193603516,-74.006462097168,40.7140617370605,N
id0437598,1,2016-06-30 18:34:57,1,-73.9601135253906,40.8196907043457,-73.9692230224609,40.7962532043457,N
id2282272,1,2016-06-30 18:34:42,1,-73.9720993041992,40.7597503662109,-73.9669036865234,40.7612724304199,N
id3731310,1,2016-06-30 18:34:18,1,-73.9844360351563,40.7427825927734,-73.9448852539063,40.8024253845215,N
id2159709,2,2016-06-30 18:33:59,5,-73.982307434082,40.73681640625,-73.8647842407227,40.7702903747559,N
id0314528,2,2016-06-30 18:33:54,1,-73.9911804199219,40.7277488708496,-73.9825286865234,40.765308380127,N
id2497366,2,2016-06-30 18:33:36,1,-73.9550704956055,40.7732276916504,-73.9639129638672,40.7652587890625,N
id0433105,2,2016-06-30 18:33:16,1,-74.0027236938477,40.749626159668,-73.96142578125,40.7616729736328,N
id3732877,2,2016-06-30 18:33:12,1,-73.9841537475586,40.7573776245117,-73.9862442016602,40.7673797607422,N
id1637780,2,2016-06-30 18:32:14,1,-73.9620666503906,40.7674369812012,-73.9659118652344,40.7740058898926,N
id2596201,2,2016-06-30 18:32:09,1,-73.9579772949219,40.7109756469727,-73.9565124511719,40.7161674499512,N
id0814565,2,2016-06-30 18:31:40,1,-73.7926712036133,40.6440315246582,-73.9567108154297,40.7335891723633,N
id2590941,2,2016-06-30 18:31:39,1,-73.9641876220703,40.8031234741211,-73.9825820922852,40.7723236083984,N
id0177956,1,2016-06-30 18:31:25,1,-73.9589157104492,40.7680168151856,-73.9820938110352,40.7515754699707,N
id3139933,2,2016-06-30 18:30:37,3,-73.9825897216797,40.7398109436035,-73.971549987793,40.7565994262695,N
id2727651,1,2016-06-30 18:30:34,1,-74.0090713500977,40.747615814209,-74.0070648193359,40.7397956848145,N
id2383574,1,2016-06-30 18:30:13,1,-73.9959259033203,40.7386093139648,-74.0151443481445,40.7099113464355,N
id1309136,1,2016-06-30 18:30:11,1,-73.9926147460938,40.7375831604004,-74.0009841918945,40.7361869812012,N
id1609415,2,2016-06-30 18:29:57,3,-73.9863891601563,40.722225189209,-73.9883193969727,40.7163505554199,N
id1147587,2,2016-06-30 18:29:36,1,-73.9852066040039,40.727710723877,-73.9903869628906,40.750919342041,N
id3629266,1,2016-06-30 18:28:52,1,-73.9835052490234,40.7494850158691,-74.0003204345703,40.7290000915527,N
id2062514,2,2016-06-30 18:28:49,2,-73.982063293457,40.7630767822266,-73.9833984375,40.7605628967285,N
id2641007,2,2016-06-30 18:28:33,1,-73.9955596923828,40.7171669006348,-73.87255859375,40.7744598388672,N
id0000423,2,2016-06-30 18:28:15,1,-74.0007400512695,40.7273178100586,-73.997802734375,40.721492767334,N
id1019677,2,2016-06-30 18:28:08,4,-73.7899017333984,40.6435585021973,-73.9566116333008,40.7179832458496,N
id2670282,1,2016-06-30 18:27:11,1,-73.9877166748047,40.736328125,-73.9806671142578,40.7424201965332,N
